title,year,length,budget,rating,votes,Action,Comedy,Drama,Romance,Short,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,country
The Evil Marriage,2000,100.0,,,8537,1,0,0,0,0,0,0,0,0,0,Turkey
Gozlerin Sevda Senin,2000,100.0,,,4528,0,0,1,0,0,0,0,0,0,0,Turkey
Fabrika,2000,100.0,,,9903,1,0,0,0,0,0,0,0,0,0,Turkey
Menekseler Mavidir,2000,100.0,,,7670,1,0,1,0,0,0,0,0,0,0,Turkey
Komandolar geliyor,2000,100.0,,,2912,1,0,1,0,0,0,0,0,0,0,Turkey
Gulnaz Sultan,60,60.0,,,6219,0,0,1,0,0,0,0,0,0,0,Turkey
Gece,2000,100.0,,,7275,0,0,1,0,0,0,0,0,0,0,Turkey
Korkunc takip,2000,100.0,,,9679,0,0,1,0,0,0,0,0,0,0,Turkey
Bir avuc kan,2000,100.0,,,351,0,0,1,0,0,0,0,0,0,0,Turkey
Kul Kuldan Beter,2000,100.0,,,3043,0,0,1,1,0,0,0,0,0,0,Turkey
Oturak,61,61.0,,,2105,0,1,0,0,0,0,0,0,0,0,Turkey
Borusunu Otturen,88,88.0,,,6261,1,1,0,0,0,0,0,0,0,0,Turkey
I Am Coming from Korea,2000,100.0,,,3413,0,0,1,0,0,0,0,0,0,0,Turkey
Yanik Kezban,2000,100.0,,,1376,1,0,1,0,0,0,0,0,0,0,Turkey
Beni Bende Bitirdiler,2000,100.0,,,9319,1,0,1,0,0,0,0,0,0,0,Turkey
Ana beni eversene,2000,100.0,,,9688,1,1,0,0,0,0,0,0,0,0,Turkey
Cilgin bakireler,2000,100.0,,,1548,1,0,0,0,0,0,0,0,0,0,Turkey
Azap Cicegi,2000,100.0,,,6992,1,0,1,1,0,0,0,0,0,0,Turkey
Sevgili Oglum,2000,100.0,,,1302,0,0,1,0,0,0,0,0,0,0,Turkey
Yavru kus,2000,100.0,,,8303,0,0,0,1,0,0,0,0,0,0,Turkey
Karanliga Dogru,2000,100.0,,,6099,1,0,1,0,0,0,0,0,0,0,Turkey
Sahipsiz Kalpler,2000,100.0,,,9608,0,0,1,1,0,0,0,0,0,0,Turkey
Kalbimdeki serseri,2000,100.0,,,9061,0,0,1,1,0,0,0,0,0,0,Turkey
Denizden Gelen Kadin,2000,100.0,,,6840,0,0,1,0,0,0,0,0,0,0,Turkey
Sok,55,55.0,,,6538,1,0,0,0,0,0,0,0,0,0,Turkey
Mikrop,2000,100.0,,,9648,0,0,0,0,0,0,0,0,0,0,Turkey
The Law of the Big City,87,87.0,,,3283,1,0,1,0,0,0,0,0,0,0,Turkey
Bitmiyor Zulum - IMDb,2000,100.0,,,2073,1,0,0,0,0,0,0,0,0,0,Turkey
Cafer'in Nargilesi,2000,100.0,,4.8,2369,1,1,0,0,0,0,0,0,0,0,Turkey
Tiramisu - IMDb,100,100.0,,,9328,0,0,1,0,0,0,0,0,0,0,Turkey
Tanrim Beni Bastan Yarat,2000,100.0,,,5489,1,0,1,0,0,0,0,0,0,0,Turkey
Kizil tehlike,2000,100.0,,,6283,0,0,0,0,0,0,0,0,0,0,Turkey
On kadina bir erkek,2000,100.0,,,2652,0,0,0,1,0,0,0,0,0,0,Turkey
Kader cikmazi,2000,100.0,,,5523,1,0,1,0,0,0,0,0,0,0,Turkey
Kis Dusleri,75,75.0,,,4717,1,0,1,1,0,0,0,0,0,0,Turkey
Caniler uyumaz,2000,100.0,,,9436,1,0,0,0,0,0,0,0,0,0,Turkey
Saymadim Kac Yil Oldu,2000,100.0,,,7577,1,0,0,1,0,0,0,0,0,0,Turkey
Sen ola dugun sen ola,2000,100.0,,,1798,0,0,0,0,0,0,0,0,0,0,Turkey
Idam mahkumu,88,88.0,,,2452,1,0,1,0,0,0,0,0,0,0,Turkey
Korkusuz Adam,2000,100.0,,,5678,0,0,0,0,0,0,0,0,0,0,Turkey
Iki ask arasinda,80,80.0,,,6839,1,0,1,1,0,0,0,0,0,0,Turkey
Dur Geliyorum,2000,100.0,,,6805,1,0,0,0,0,0,0,0,0,0,Turkey
Kacak,2000,100.0,,,6655,0,0,1,0,0,0,0,0,0,0,Turkey
Tovbe,109,109.0,,,8511,0,0,1,0,0,0,0,0,0,0,Turkey
Hayat kurbani,2000,100.0,,,1732,0,0,1,0,0,0,0,0,0,0,Turkey
Sirtimdaki bicak,2000,100.0,,,6567,0,0,0,0,0,0,0,0,0,0,Turkey
Allah benimle,80,80.0,,,8902,1,0,0,1,0,0,0,0,0,0,Turkey
Hafiz,2000,100.0,,,7657,1,0,1,0,0,0,0,0,0,0,Turkey
Yellow Rose,2000,100.0,,,4329,1,0,0,1,0,0,0,0,0,0,Turkey
Kanundan kacilmaz,2000,100.0,,,5044,0,0,1,0,0,0,0,0,0,0,Turkey
Ayrilik Hasreti,2000,100.0,,,3284,1,0,0,1,0,0,0,0,0,0,Turkey
Mekansiz kurtlar,78,78.0,,,6176,0,0,1,0,0,0,0,0,0,0,Turkey
Kadin Severse,63,63.0,,,8724,0,0,1,1,0,0,0,0,0,0,Turkey
Kucuk Mustafa Hayat Sokaklarinda,2000,100.0,,,6630,1,0,1,0,0,0,0,0,0,0,Turkey
Gonul Garip Bir Kustur,78,78.0,,,3537,0,0,1,0,0,0,0,0,0,0,Turkey
King of the Bullies,2000,100.0,,,3205,0,0,1,0,0,0,0,0,0,0,Turkey
Canli karagoz,2000,100.0,,,8353,0,1,0,0,0,0,0,0,0,0,Turkey
Bil Bakalim Ne Cikacak,2000,100.0,,,4282,0,0,0,0,0,0,0,0,0,0,Turkey
Zulfiye ile Zulfu,53,53.0,,,990,0,1,0,1,0,0,0,0,0,0,Turkey
Muhtesem Serseri,82,82.0,,,5346,0,1,0,0,0,0,0,0,0,0,Turkey
"Zeynep, the Field Flower",2000,100.0,,,4021,1,0,0,1,0,0,0,0,0,0,Turkey
Close Liasions,92,92.0,,,9631,0,0,1,0,0,0,0,0,0,0,Turkey
Daga cikan kiz,2000,100.0,,,2960,1,0,0,0,0,0,0,0,0,0,Turkey
Tuzak,100,100.0,,,2478,0,0,0,0,0,0,0,0,0,0,Turkey
Eller yukari,2000,100.0,,,6495,1,0,0,0,0,0,0,0,0,0,Turkey
Emmioglu,2000,100.0,,,5458,1,0,1,1,0,0,0,0,0,0,Turkey
Sensiz Olamam,75,75.0,,,2182,1,0,1,1,0,0,0,0,0,0,Turkey
Hic Riza,2000,100.0,,,9069,0,0,1,0,0,0,0,0,0,0,Turkey
Efenin intikami,72,72.0,,,7883,1,0,1,0,0,0,0,0,0,0,Turkey
Gariban Sakir / O Bicim Miras,77,77.0,,,5129,1,1,0,0,0,0,0,0,0,0,Turkey
Bir Yaz Yagmuru,2000,100.0,,,1506,1,0,1,0,0,0,0,0,0,0,Turkey
The Love Songs,2000,100.0,,,2857,1,0,1,0,0,0,0,0,0,0,Turkey
Kukreyen Aslan,72,72.0,,,7468,1,0,1,0,0,0,0,0,0,0,Turkey
Gozlerden Kalbe,2000,100.0,,,7500,0,0,1,0,0,0,0,0,0,0,Turkey
Bitmeyen korku,2000,100.0,,,3667,0,0,0,0,0,0,0,0,0,0,Turkey
Kimse Beni Sevmiyor,2000,100.0,,,6032,0,0,1,0,0,0,0,0,0,0,Turkey
Meyro,2000,100.0,,,2224,1,0,1,0,0,0,0,0,0,0,Turkey
Olum Korkusu,2000,100.0,,,5437,1,0,1,0,0,0,0,0,0,0,Turkey
The Trap,2000,100.0,,,6223,0,0,1,0,0,0,0,0,0,0,Turkey
Gecem ve Gunduzum,2000,100.0,,,2521,1,0,1,0,0,0,0,0,0,0,Turkey
Yengec Burcu,59,59.0,,,152,1,0,1,0,0,0,0,0,0,0,Turkey
Veda Turkusu,2000,100.0,,,5815,1,0,1,1,0,0,0,0,0,0,Turkey
Kaderi Zorlama,2000,100.0,,,4453,1,0,1,0,0,0,0,0,0,0,Turkey
Bedia,79,79.0,,,1834,1,0,1,0,0,0,0,0,0,0,Turkey
Beynimdeki seytan,88,88.0,,,8134,1,0,1,0,0,0,0,0,0,0,Turkey
Mezarini hazirla,2000,100.0,,,3566,0,0,1,0,0,0,0,0,0,0,Turkey
Gitme Kal,2000,100.0,,,1027,1,0,1,0,0,0,0,0,0,0,Turkey
Mustafam,2000,100.0,,,4444,1,0,1,0,0,0,0,0,0,0,Turkey
Olum pazari,2000,100.0,,,6312,0,0,0,0,0,0,0,0,0,0,Turkey
Bitmeyen Bekleyis,2000,100.0,,,7164,0,0,0,0,0,0,0,0,0,0,Turkey
Git Gidebilirsen,2000,100.0,,,9738,0,0,0,0,0,0,0,0,0,0,Turkey
Icimizdeki bosluk,2000,100.0,,,2799,0,0,1,1,0,0,0,0,0,0,Turkey
Yosmalar tuzagi,75,75.0,,,439,0,0,0,0,0,0,0,0,0,0,Turkey
Kadin Dul Kalinca,94,94.0,,,2521,0,0,1,1,0,0,0,0,0,0,Turkey
Kara Sahin,2000,100.0,,,5080,0,0,0,0,0,0,0,0,0,0,Turkey
Yalnizim,88,88.0,,,6500,1,0,1,0,0,0,0,0,0,0,Turkey
Kurt Payi,2000,100.0,,,2663,0,0,0,0,0,0,0,0,0,0,Turkey
Dovusmek sart oldu,2000,100.0,,,3439,0,0,0,0,0,0,0,0,0,0,Turkey
Beyoglu kan kokuyor,2000,100.0,,,4099,0,0,1,0,0,0,0,0,0,0,Turkey
Zeyno'm,2000,100.0,,,9672,0,0,1,0,0,0,0,0,0,0,Turkey
Deli Gibi Sevdim,2000,100.0,,,5042,1,0,1,1,0,0,0,0,0,0,Turkey
Lucifer,110,110.0,,,2455,1,0,0,0,0,0,0,0,0,0,Turkey
Beni kadinlara sor,2000,100.0,,,8893,1,0,0,1,0,0,0,0,0,0,Turkey
Jaguar,81,81.0,,,9963,1,0,0,0,0,0,0,0,0,0,Turkey
Kara Duvak,2000,100.0,,,2879,0,0,1,1,0,0,0,0,0,0,Turkey
Sabir,73,73.0,,,6017,1,0,1,0,0,0,0,0,0,0,Turkey
Intikam Soguk Dus - IMDb,106,106.0,,,2638,0,0,0,0,0,0,0,0,0,0,Turkey
Yilan kadin,2000,100.0,,,8930,1,0,1,0,0,0,0,0,0,0,Turkey
El-Cinnia - IMDb,90,90.0,,,2785,1,0,0,0,0,0,0,0,0,0,Turkey
Ask Mahkumlari,2000,100.0,,,4175,0,0,1,1,0,0,0,0,0,0,Turkey
Bahti Karali,2000,100.0,,,4902,0,0,0,0,0,0,0,0,0,0,Turkey
Yesilcam Sokagi,2000,100.0,,,1474,1,1,0,0,0,0,0,0,0,0,Turkey
Bu yumruk sana,2000,100.0,,,7275,1,0,1,0,0,0,0,0,0,0,Turkey
Istanbul Geceleri,75,75.0,,,5450,1,0,0,0,0,0,0,0,0,0,Turkey
Toto Ali milyoner,2000,100.0,,,1826,1,1,0,0,0,0,0,0,0,0,Turkey
Kadersiz Kullar,2000,100.0,,,8948,1,0,1,0,0,0,0,0,0,0,Turkey
Ask Surgunu,2000,100.0,,,7892,0,0,0,0,0,0,0,0,0,0,Turkey
Kanli Roman - IMDb,2000,100.0,,,8080,1,0,0,0,0,0,0,0,0,0,Turkey
The Passenger of Domanic,2000,100.0,,,5415,1,0,1,0,0,0,0,0,0,0,Turkey
Gizli Oyun,85,85.0,,,7149,1,0,0,0,0,0,0,0,0,0,Turkey
Yagmuru Aramak - IMDb,2000,100.0,,,6707,0,0,0,0,0,0,0,0,0,0,Turkey
Askinla divaneyim,2000,100.0,,,3062,1,0,0,1,0,0,0,0,0,0,Turkey
Zehirli dudaklar,2000,100.0,,,8202,0,0,1,0,0,0,0,0,0,0,Turkey
Yakalarsam Severim,2000,100.0,,,5013,0,1,0,0,0,0,0,0,0,0,Turkey
Senin Olmaya Geldim,67,67.0,,,2975,0,0,1,0,0,0,0,0,0,0,Turkey
Ve silahini cekti,62,62.0,,,679,1,0,0,0,0,0,0,0,0,0,Turkey
Kubilay,2000,100.0,,,8451,0,0,1,0,0,0,0,0,0,0,Turkey
Bir Salak Iki Avanak,110,110.0,,,3672,1,0,0,0,0,0,0,0,0,0,Turkey
Elveda,2000,100.0,,,9781,1,0,1,1,0,0,0,0,0,0,Turkey
Super kadin dehset saciyor,2000,100.0,,,2995,1,0,0,0,0,0,0,0,0,0,Turkey
Turkish Rose,2000,100.0,,,563,1,0,1,0,0,0,0,0,0,0,Turkey
Sevgiye Hasret,80,80.0,,,8799,0,0,1,0,0,0,0,0,0,0,Turkey
Sevimli hirsiz,2000,100.0,,,5883,0,0,0,0,0,0,0,0,0,0,Turkey
The Love Dream,2000,100.0,,,9599,1,0,0,1,0,0,0,0,0,0,Turkey
The Revue of the Stars,2000,100.0,,,6394,1,1,0,0,0,0,0,0,0,0,Turkey
Soz Mudafaanindir,2000,100.0,,,1121,0,0,1,0,0,0,0,0,0,0,Turkey
Yuregin Aynasi,76,76.0,,,3033,0,0,1,0,0,0,0,0,0,0,Turkey
Gece Yarisi,2000,100.0,,,3042,1,0,0,0,0,0,0,0,0,0,Turkey
Proturksiyon - IMDb,2000,100.0,,,6456,1,1,0,0,0,0,0,0,0,0,Turkey
Atli karinca donuyor,2000,100.0,,,6828,0,0,0,1,0,0,0,0,0,0,Turkey
Kursun yagmuru,2000,100.0,,,3493,1,0,0,0,0,0,0,0,0,0,Turkey
Bir Yildiz Doguyor,2000,100.0,,,765,0,0,1,0,0,0,0,0,0,0,Turkey
Hasretinle Yasanmiyor,80,80.0,,,6431,1,0,1,0,0,0,0,0,0,0,Turkey
Mezarini kaz beni bekle,2000,100.0,,,3743,1,0,0,0,0,0,0,0,0,0,Turkey
Her Adimin Bela,2000,100.0,,,867,1,0,0,0,0,0,0,0,0,0,Turkey
Dogmadan olenler,2000,100.0,,,8675,1,0,1,0,0,0,0,0,0,0,Turkey
Affet beni allahim,2000,100.0,,,1437,1,0,1,1,0,0,0,0,0,0,Turkey
Karate Silahimdir,2000,100.0,,,4497,1,0,0,0,0,0,0,0,0,0,Turkey
Sessiz Ciglik,110,110.0,,,4159,1,0,1,0,0,0,0,0,0,0,Turkey
Findik Veresiye,85,85.0,,,9684,1,1,0,0,0,0,0,0,0,0,Turkey
Kadinlar,2000,100.0,,,2247,0,1,0,0,0,0,0,0,0,0,Turkey
Kibarlar,2000,100.0,,,1511,1,0,1,1,0,0,0,0,0,0,Turkey
Banko Altili Ganyan / Gonullu Kahraman,87,87.0,,,6689,0,1,0,0,0,0,0,0,0,0,Turkey
The Mysterious Woman,2000,100.0,,,4250,0,0,1,1,0,0,0,0,0,0,Turkey
Kirik Merdiven,2000,100.0,,,7763,1,0,1,0,0,0,0,0,0,0,Turkey
Mesken,2000,100.0,,,6998,1,0,0,0,0,0,0,0,0,0,Turkey
Kaybolan yillar,2000,100.0,,,2274,0,0,1,0,0,0,0,0,0,0,Turkey
Konusan gozler,2000,100.0,,,4151,1,0,1,0,0,0,0,0,0,0,Turkey
Ramize,78,78.0,,,3492,0,0,1,0,0,0,0,0,0,0,Turkey
Bagda gul,2000,100.0,,,3567,0,0,0,1,0,0,0,0,0,0,Turkey
Iki Tatli Serseri,2000,100.0,,,9464,0,1,0,0,0,0,0,0,0,0,Turkey
Kalingiller,2000,100.0,,,7670,0,1,0,0,0,0,0,0,0,0,Turkey
Kenar Mahalle,2000,100.0,,,8517,0,0,0,0,0,0,0,0,0,0,Turkey
Harmandali efem geliyor,2000,100.0,,,1433,1,0,1,0,0,0,0,0,0,0,Turkey
Yetim Emrah,2000,100.0,,,518,0,0,1,0,0,0,0,0,0,0,Turkey
The Engagement Ring,2000,100.0,,,4484,0,0,0,1,0,0,0,0,0,0,Turkey
The Bitter Love,2000,100.0,,,5738,1,0,1,1,0,0,0,0,0,0,Turkey
Hayalimdeki sevgili,2000,100.0,,,5068,0,0,0,1,0,0,0,0,0,0,Turkey
Intikam firtinasi,76,76.0,,,2916,1,0,1,0,0,0,0,0,0,0,Turkey
Daha cekecek miyim,2000,100.0,,,267,1,0,1,1,0,0,0,0,0,0,Turkey
Kadinlar severse,2000,100.0,,,5109,0,1,0,0,0,0,0,0,0,0,Turkey
Fedai komandolar Kibrista,2000,100.0,,,9990,1,0,1,0,0,0,0,0,0,0,Turkey
Kara atmaca,2000,100.0,,,9610,0,0,0,0,0,0,0,0,0,0,Turkey
Gonlum yarali,2000,100.0,,,3182,1,0,1,1,0,0,0,0,0,0,Turkey
The Lullaby,2000,100.0,,,2504,1,0,1,0,0,0,0,0,0,0,Turkey
Komando Memo,2000,100.0,,,2278,1,0,1,0,0,0,0,0,0,0,Turkey
The Bloody Valley,2000,100.0,,,6559,0,0,0,0,0,0,0,0,0,0,Turkey
Ask Dedigin Laftir,2000,100.0,,,4799,1,0,1,0,0,0,0,0,0,0,Turkey
The Stranger,2000,100.0,,,3485,0,0,1,0,0,0,0,0,0,0,Turkey
Silemezler Gonlumden,2000,100.0,,,6729,0,0,1,1,0,0,0,0,0,0,Turkey
Zavalli,2000,100.0,,,210,0,0,1,0,0,0,0,0,0,0,Turkey
Kanli Takip,65,65.0,,,5509,1,0,0,1,0,0,0,0,0,0,Turkey
Hirsiz Milyoner,2000,100.0,,,8538,1,1,0,0,0,0,0,0,0,0,Turkey
Kanunun Kuvveti,2000,100.0,,,5841,1,0,0,0,0,0,0,0,0,0,Turkey
Ekmek kavgasi,2000,100.0,,,1544,1,0,1,0,0,0,0,0,0,0,Turkey
Kadere 45 Var,2000,100.0,,,9771,1,0,1,0,0,0,0,0,0,0,Turkey
Erkek gibi olenler,2000,100.0,,,4320,1,0,1,0,0,0,0,0,0,0,Turkey
Yanik Kezban,2000,100.0,,,5934,1,0,1,1,0,0,0,0,0,0,Turkey
Kizgin yabanci,2000,100.0,,,2407,1,0,0,0,0,0,0,0,0,0,Turkey
Gulnaz Sultan,2000,100.0,,,634,1,0,1,0,0,0,0,0,0,0,Turkey
Yetim,2000,100.0,,,8371,1,0,1,0,0,0,0,0,0,0,Turkey
Koseyi Donenler,2000,100.0,,,4467,0,0,0,0,0,0,0,0,0,0,Turkey
Yorgun Olum,80,80.0,,,6075,1,0,1,0,0,0,0,0,0,0,Turkey
Bir annenin gozyaslari,2000,100.0,,,3736,1,0,1,0,0,0,0,0,0,0,Turkey
Sevgilerin En Guzeli,2000,100.0,,,8693,0,0,1,0,0,0,0,0,0,0,Turkey
Sevda Yolu,2000,100.0,,,3224,0,0,1,0,0,0,0,0,0,0,Turkey
Veda Gecesi,73,73.0,,,995,1,0,1,0,0,0,0,0,0,0,Turkey
Intikamci,2000,100.0,,,6471,0,0,0,0,0,0,0,0,0,0,Turkey
Yayla guzeli Gul Ayse,2000,100.0,,,6177,1,0,1,0,0,0,0,0,0,0,Turkey
39. Basamak,97,97.0,,,3863,0,0,1,0,0,0,0,0,0,0,Turkey
The Vagabond,2000,100.0,,,3996,0,0,1,0,0,0,0,0,0,0,Turkey
Tehlikeyi severim,2000,100.0,,,2859,1,0,0,0,0,0,0,0,0,0,Turkey
Gercek Hikaye,2000,100.0,,,2339,0,0,1,0,0,0,0,0,0,0,Turkey
Devil's Sword,2000,100.0,,,9271,1,0,0,1,0,0,0,0,0,0,Turkey
Yabanci,2000,100.0,,,3194,1,0,1,0,0,0,0,0,0,0,Turkey
Oglum ve Ben,2000,100.0,,,9867,0,0,1,0,0,0,0,0,0,0,Turkey
Dogan Cavus,2000,100.0,,,1459,1,0,1,0,0,0,0,0,0,0,Turkey
Satilik gelin,2000,100.0,,,1653,0,0,1,0,0,0,0,0,0,0,Turkey
Kara seytan - kinova 2,2000,100.0,,,2635,1,0,0,0,0,0,0,0,0,0,Turkey
Tepegoz - IMDb,2000,100.0,,,8278,1,0,1,0,0,0,0,0,0,0,Turkey
Kanimdaki Seytan,2000,100.0,,,9479,0,0,1,0,0,0,0,0,0,0,Turkey
Bir ask turkusu,2000,100.0,,,4167,1,0,1,1,0,0,0,0,0,0,Turkey
Duyar misin Feryadimi,2000,100.0,,,1483,0,0,1,0,0,0,0,0,0,0,Turkey
Bul Beni,100,100.0,,,7780,0,0,1,1,0,0,0,0,0,0,Turkey
Sinanoglunun donusu,2000,100.0,,,2495,1,0,0,0,0,0,0,0,0,0,Turkey
Askin Kudreti,2000,100.0,,,4961,0,0,1,0,0,0,0,0,0,0,Turkey
Sevmek Neye Yarar,93,93.0,,,3383,1,0,0,1,0,0,0,0,0,0,Turkey
Icerdekiler mi Disardakiler mi,2000,100.0,,,2008,1,1,0,0,0,0,0,0,0,0,Turkey
The Doorkeeper's Daughter,2000,100.0,,,3261,0,0,0,1,0,0,0,0,0,0,Turkey
Ayrilik,2000,100.0,,,9329,0,0,1,0,0,0,0,0,0,0,Turkey
The Armless Doll,2000,100.0,,,118,1,0,1,0,0,0,0,0,0,0,Turkey
Istanbul havasi,2000,100.0,,,5301,1,0,0,0,0,0,0,0,0,0,Turkey
Umit dunyasi,2000,100.0,,,5980,1,0,1,0,0,0,0,0,0,0,Turkey
Kardes Kursunu,91,91.0,,,8912,1,0,1,0,0,0,0,0,0,0,Turkey
Ocak Sondurenler,2000,100.0,,,7786,0,0,0,0,0,0,0,0,0,0,Turkey
Bana Allah Acisin,2000,100.0,,,6051,0,0,1,0,0,0,0,0,0,0,Turkey
Naylon Kari,2000,100.0,,,5482,1,0,0,0,0,0,0,0,0,0,Turkey
Bir milyonluk macera,2000,100.0,,,9805,0,0,0,0,0,0,0,0,0,0,Turkey
Dertlerin Sahibi - IMDb,69,69.0,,,2484,0,0,1,0,0,0,0,0,0,0,Turkey
Kralligin Bedeli,92,92.0,,,2433,1,0,1,0,0,0,0,0,0,0,Turkey
Kral Benim,2000,100.0,,,4449,0,0,0,0,0,0,0,0,0,0,Turkey
Dugum,2000,100.0,,,2744,1,0,1,0,0,0,0,0,0,0,Turkey
Muhtesem hirsiz,68,68.0,,,7468,0,0,0,0,0,0,0,0,0,0,Turkey
Hatiram Olsun,73,73.0,,,9593,1,0,1,0,0,0,0,0,0,0,Turkey
Seks ve silah,2000,100.0,,,8929,0,0,0,0,0,0,0,0,0,0,Turkey
Yasli Gozler,80,80.0,,,1363,1,0,1,0,0,0,0,0,0,0,Turkey
Garip,77,77.0,,,1018,1,0,1,1,0,0,0,0,0,0,Turkey
Seven ne yapmaz,2000,100.0,,,5015,1,0,1,1,0,0,0,0,0,0,Turkey
O - Land,71,71.0,,,780,1,1,0,0,0,0,0,0,0,0,Turkey
Turkun aski baskadir,2000,100.0,,,572,1,0,0,1,0,0,0,0,0,0,Turkey
The Criminal Children,2000,100.0,,,8132,0,0,1,0,0,0,0,0,0,0,Turkey
Derbeder,2000,100.0,,,8029,0,0,1,1,0,0,0,0,0,0,Turkey
Kaf dagini terkedenler,70,70.0,,,4424,0,0,0,0,0,0,0,0,0,0,Turkey
Guzel Alsin Canimi,2000,100.0,,,6058,0,0,1,0,0,0,0,0,0,0,Turkey
Ayse the Orphan,2000,100.0,,,3570,1,0,1,1,0,0,0,0,0,0,Turkey
Bir Garip Yabanci,54,54.0,,,7470,1,0,1,0,0,0,0,0,0,0,Turkey
Eski Gunler,2000,100.0,,,9999,0,0,0,0,0,0,0,0,0,0,Turkey
Mutsuzlar,84,84.0,,,4244,1,0,1,0,0,0,0,0,0,0,Turkey
Gemilerde Talim Var,2000,100.0,,,4922,0,0,1,0,0,0,0,0,0,0,Turkey
Donme Sevgilim,72,72.0,,,5908,0,0,1,1,0,0,0,0,0,0,Turkey
Dikenli hayat,2000,100.0,,,3111,1,0,1,0,0,0,0,0,0,0,Turkey
Bir Sarkilik Mutluluk,2000,100.0,,,1197,0,0,0,0,0,0,0,0,0,0,Turkey
Nisan yagmuru,2000,100.0,,,9741,0,0,1,1,0,0,0,0,0,0,Turkey
Allah Sahidim Olsun,2000,100.0,,,7651,0,0,1,1,0,0,0,0,0,0,Turkey
Kizim duymasin,78,78.0,,,9069,1,0,1,0,0,0,0,0,0,0,Turkey
Ihtiras kurbanlari,2000,100.0,,,9624,0,0,1,0,0,0,0,0,0,0,Turkey
Kizimi Ariyorum,87,87.0,,,1549,0,0,1,0,0,0,0,0,0,0,Turkey
Aramizdaki dusman,2000,100.0,,,5550,1,0,1,0,0,0,0,0,0,0,Turkey
Eskiya oglu,2000,100.0,,,2999,1,0,1,0,0,0,0,0,0,0,Turkey
Dunyadaki Cehennem,2000,100.0,,,4603,1,0,1,0,0,0,0,0,0,0,Turkey
Dunya Kadinla Guzel,2000,100.0,,,4266,1,0,0,0,0,0,0,0,0,0,Turkey
Istanbul'da ask baskadir,90,90.0,,,5663,1,0,0,1,0,0,0,0,0,0,Turkey
Dawn Star,2000,100.0,,,1560,1,0,1,0,0,0,0,0,0,0,Turkey
Zirvenin Bedeli,2000,100.0,,,5481,1,0,1,0,0,0,0,0,0,0,Turkey
Ninno,90,90.0,,,9672,0,0,1,0,0,0,0,0,0,0,Turkey
Baslik Parasi,2000,100.0,,,9620,1,0,1,0,0,0,0,0,0,0,Turkey
Elma Dersem Cik,90,90.0,,,7810,0,1,0,0,0,0,0,0,0,0,Turkey
Yara,76,76.0,,,6398,0,0,1,1,0,0,0,0,0,0,Turkey
Kaderleri Olumdu,2000,100.0,,,9431,1,0,0,0,0,0,0,0,0,0,Turkey
Yazi mi tura mi,2000,100.0,,,7192,0,0,0,0,0,0,0,0,0,0,Turkey
Corpse at the Coast,2000,100.0,,,3222,0,0,0,0,0,0,0,0,0,0,Turkey
Soforun kismeti,2000,100.0,,,1195,1,0,0,0,0,0,0,0,0,0,Turkey
Perisandi Gordugumde,2000,100.0,,,9955,0,0,1,1,0,0,0,0,0,0,Turkey
Uzun Gece,133,133.0,,,5131,0,0,0,0,0,0,0,0,0,0,Turkey
Insanlik icin,2000,100.0,,,9482,0,0,1,0,0,0,0,0,0,0,Turkey
Afetname,2000,100.0,,,3241,1,1,0,0,0,0,0,0,0,0,Turkey
Minnos,2000,100.0,,,5187,1,0,0,1,0,0,0,0,0,0,Turkey
A Woman's Trap,2000,100.0,,,5217,1,0,1,0,0,0,0,0,0,0,Turkey
Anatolian Law,2000,100.0,,,9478,0,0,1,0,0,0,0,0,0,0,Turkey
Kader,2000,100.0,,,9890,0,0,1,1,0,0,0,0,0,0,Turkey
Kirli yuzlu melek,74,74.0,,,3458,1,0,1,0,0,0,0,0,0,0,Turkey
Istikbal,2000,100.0,,,6157,1,0,1,0,0,0,0,0,0,0,Turkey
Ofke,2000,100.0,,,5563,0,0,0,0,0,0,0,0,0,0,Turkey
Murat cesmesi,2000,100.0,,,8997,0,0,1,0,0,0,0,0,0,0,Turkey
Darbe,74,74.0,,,3980,0,0,1,0,0,0,0,0,0,0,Turkey
Namus Kursunu,2000,100.0,,,2989,0,0,1,0,0,0,0,0,0,0,Turkey
Kotuler Konagi,90,90.0,,,9821,0,1,0,0,0,0,0,0,0,0,Turkey
Cileli Damat,83,83.0,,,8021,1,0,1,1,0,0,0,0,0,0,Turkey
Gonul Bahcelerinde,2000,100.0,,,7738,1,0,0,0,0,0,0,0,0,0,Turkey
Citlenbik,2000,100.0,,,7556,0,0,0,0,0,0,0,0,0,0,Turkey
Sahte papazlar sebekesi,63,63.0,,,1948,0,0,0,0,0,0,0,0,0,0,Turkey
Belki Bir Gun,2000,100.0,,,3676,0,0,1,0,0,0,0,0,0,0,Turkey
Amber,2000,100.0,,,9838,1,0,0,0,0,0,0,0,0,0,Turkey
Firtina besler,2000,100.0,,,3901,1,0,0,0,0,0,0,0,0,0,Turkey
Bela cicekleri,2000,100.0,,,5969,0,0,0,0,0,0,0,0,0,0,Turkey
Hedefteki Adam,2000,100.0,,,444,0,0,0,0,0,0,0,0,0,0,Turkey
Beddua,2000,100.0,,,2526,0,0,1,0,0,0,0,0,0,0,Turkey
Bir Tren Yolculugu,120,120.0,,,4327,1,0,1,0,0,0,0,0,0,0,Turkey
